codigo,nome,descricao,categoria,secao,fabricante,numero_peca,unidade,localizacao,estoque_atual,estoque_minimo,estoque_maximo,status
14048,CINTA P/ ANEIS,CINTA P/ ANEIS,,Geral,,,UN,,1.0,0,0,Ativo
14194,JOGO FERRAMENTA SOLTAR/APERTAR PORCAS,JOGO FERRAMENTA SOLTAR/APERTAR PORCAS,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,1.0,0,0,Ativo
14198,CABO DE BASCULAR A CABINE,CABO DE BASCULAR A CABINE,,Geral,,,UN,,1.0,0,0,Ativo
14199,CABO FECHADURA PORTA L. ESQUERDO,CABO FECHADURA PORTA L. ESQUERDO,,Direção e Cabine,,,UN,,4.0,0,0,Ativo
14465,PLACA ELETRICA C/ FUSIVEIS E RELES TSE,PLACA ELETRICA C/ FUSIVEIS E RELES TSE,,Elétrica,,,UN,,2.0,0,0,Ativo
3013,FLANGEADOR PARA TUBO JOGO C/ 4 A 16MM,FLANGEADOR PARA TUBO JOGO C/ 4 A 16MM,,Ferramentas,,,UN,,1.0,0,0,Ativo
3059,TERMOSTATO DE AGUA,TERMOSTATO DE AGUA,,Motor e Transmissão,,,UN,,4.0,0,0,Ativo
3067,BRONZINA DO COMPRESSOR THERMOKING,BRONZINA DO COMPRESSOR THERMOKING,,Thermo King,,,UN,,2.0,0,0,Ativo
3127,CHAVE DE L 14,CHAVE DE L 14,,Ferramentas,,,UN,,1.0,0,0,Ativo
3151,INSERTO PARA TUBO 3/8,INSERTO PARA TUBO 3/8,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,1.0,0,0,Ativo
3175,AMORTECEDOR TRASEIRO,AMORTECEDOR TRASEIRO,,Freio e Suspensão,,,UN,,3.0,0,0,Ativo
3356,FAIXA REFLETIVA LATERAL 3M,FAIXA REFLETIVA LATERAL 3M,,Geral,,,UN,,300.0,0,0,Ativo
3518,LIMPA CONTATOS,LIMPA CONTATOS,,Pintura e Química,,,UN,,9.0,0,0,Ativo
3524,SOQUETE FAROL BICUDINHO,SOQUETE FAROL BICUDINHO,,Elétrica,,,UN,,6.0,0,0,Ativo
3529,TERMINAL ELETRICO PRE-ISOLADOS AZUL,TERMINAL ELETRICO PRE-ISOLADOS AZUL,,Elétrica,,,UN,,3.0,0,0,Ativo
3562,FAROL VW LE APOS 2000,FAROL VW LE APOS 2000,,Elétrica,,,UN,,1.0,0,0,Ativo
3597,DETERGENTE ORQUIMOL,DETERGENTE ORQUIMOL,,Pintura e Química,,,UN,,188.0,0,0,Ativo
3662,VEDA VAZAMENTO RADIADOR,VEDA VAZAMENTO RADIADOR,,Motor e Transmissão,,,UN,,6.0,0,0,Ativo
3668,LAMPADA H3 24V,LAMPADA H3 24V,,Elétrica,,,UN,,14.0,0,0,Ativo
3763,CHAVE COMBINADA 8,CHAVE COMBINADA 8,,Ferramentas,,,UN,,1.0,0,0,Ativo
3782,"PORCA SEXTAVADA M12 1,50 MB","PORCA SEXTAVADA M12 1,50 MB",,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,67.0,0,0,Ativo
3895,CHAVE SACA FILTRO OLEO CAMINHAO VOLVO,CHAVE SACA FILTRO OLEO CAMINHAO VOLVO,,Ferramentas,,,UN,,1.0,0,0,Ativo
3903,CHAVE CANHAO GEDORE 9MM,CHAVE CANHAO GEDORE 9MM,,Ferramentas,,,UN,,1.0,0,0,Ativo
4218,CHAVE INGLESA FORMA B12,CHAVE INGLESA FORMA B12,,Ferramentas,,,UN,,1.0,0,0,Ativo
4274,"LAMPADA 24V 1,2W","LAMPADA 24V 1,2W",,Elétrica,,,UN,,60.0,0,0,Ativo
4383,JOGO DE CHAVE TORX T10 A T50,JOGO DE CHAVE TORX T10 A T50,,Ferramentas,,,UN,,3.0,0,0,Ativo
4943,PROPULSORA PNEUMATICA,PROPULSORA PNEUMATICA,,Ferramentas,,,UN,,1.0,0,0,Ativo
4951,CONTROLADOR EVERY C. FK-204A S/SENSOR,CONTROLADOR EVERY C. FK-204A S/SENSOR,,Thermo King,,,UN,,1.0,0,0,Ativo
4986,"DIAFRAGMA DE 8"" CUICA DE FREIO","DIAFRAGMA DE 8"" CUICA DE FREIO",,Freio e Suspensão,,,UN,,20.0,0,0,Ativo
5119,FILTRO DE AR CA93695Y,FILTRO DE AR CA93695Y,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
5319,SENSOR FILTRO,SENSOR FILTRO,,Elétrica,,,UN,,3.0,0,0,Ativo
5393,MICRO MOTOR ELCO 1/2 220V EXAUS C/HELIC,MICRO MOTOR ELCO 1/2 220V EXAUS C/HELIC,,Geral,,,UN,,1.0,0,0,Ativo
5549,ALICATE AMPERIMETRO DIGITAL VA910,ALICATE AMPERIMETRO DIGITAL VA910,,Ferramentas,,,UN,,1.0,0,0,Ativo
5557,MACARICO TURBOTORCH VICTOR SK7000 P,MACARICO TURBOTORCH VICTOR SK7000 P,,Ferramentas,,,UN,,2.0,0,0,Ativo
5581,CALIBRADOR DIGITAL PAREDE P/ PNEU 20MTS,CALIBRADOR DIGITAL PAREDE P/ PNEU 20MTS,,Ferramentas,,,UN,,1.0,0,0,Ativo
5582,MACACO HIDRAULICO JACARE PORTATIL 2 TON,MACACO HIDRAULICO JACARE PORTATIL 2 TON,,Ferramentas,,,UN,,1.0,0,0,Ativo
5628,ENDURECEDOR PU 225ML,ENDURECEDOR PU 225ML,,Pintura e Química,,,UN,,1.0,0,0,Ativo
5905,RELE AUXILIAR 70 AMP,RELE AUXILIAR 70 AMP,,Elétrica,,,UN,,4.0,0,0,Ativo
5906,CHAVE DE LUZ,CHAVE DE LUZ,,Ferramentas,,,UN,,3.0,0,0,Ativo
5907,DESENGRAXANTE 50L ALCALINO,DESENGRAXANTE 50L ALCALINO,,Pintura e Química,,,BL,,132.0,0,0,Ativo
6021,TRILHO VIDRO PORTA VW,TRILHO VIDRO PORTA VW,,Direção e Cabine,,,UN,,7.0,0,0,Ativo
6025,"KIT CHIP V1564 ERA 400942,040-0846/0715","KIT CHIP V1564 ERA 400942,040-0846/0715",,Geral,,,UN,,1.0,0,0,Ativo
6087,ANILHAS - BELCAR,ANILHAS - BELCAR,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,14.0,0,0,Ativo
6274,FECHADURA PORTA INTERNA VW - L/E MB,FECHADURA PORTA INTERNA VW - L/E MB,,Direção e Cabine,,,UN,,3.0,0,0,Ativo
6304,CILINDRO AUXILIAR EMBREAGEM,CILINDRO AUXILIAR EMBREAGEM,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
6308,RELE 4 PINOS 40A C SUPORTE P FIXACAO PC,RELE 4 PINOS 40A C SUPORTE P FIXACAO PC,,Elétrica,,,UN,,1.0,0,0,Ativo
6359,MANGUEIRA20MM PARA LAVAGEM,MANGUEIRA20MM PARA LAVAGEM,,Geral,,,UN,,25.0,0,0,Ativo
6491,FITA ISOLANTE 20MT,FITA ISOLANTE 20MT,,Elétrica,,,UN,,1.0,0,0,Ativo
6623,PRESILHA FORRO PORTA,PRESILHA FORRO PORTA,,Geral,,,UN,,300.0,0,0,Ativo
6625,CHAVE ESTRELA CATRACA REVERSIVEL 2 PCS,CHAVE ESTRELA CATRACA REVERSIVEL 2 PCS,,Ferramentas,,,UN,,2.0,0,0,Ativo
6626,JG CHAVE ALLEN ABAULADA ZEBRA,JG CHAVE ALLEN ABAULADA ZEBRA,,Ferramentas,,,UN,,1.0,0,0,Ativo
6634,OLEO LUBRIFICANTE 15W40,OLEO LUBRIFICANTE 15W40,,Motor e Transmissão,,,UN,,28.0,0,0,Ativo
6786,FILTRO AR UNO 92/ARL4147,FILTRO AR UNO 92/ARL4147,,Motor e Transmissão,,,UN,,3.0,0,0,Ativo
6801,CABO CAPO MB 1618/1935,CABO CAPO MB 1618/1935,,Direção e Cabine,,,UN,,4.0,0,0,Ativo
6817,MOLA CUICA 7' 8' 9' POL,MOLA CUICA 7' 8' 9' POL,,Freio e Suspensão,,,UN,,2.0,0,0,Ativo
6920,PORCA SEXTAVADA 5/16,PORCA SEXTAVADA 5/16,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,80.0,0,0,Ativo
7005,LIMPA PARABRISA 100ML,LIMPA PARABRISA 100ML,,Pintura e Química,,,UN,,19.0,0,0,Ativo
7376,BOIA NIVEL ANAUGER SENSORCONTROL 15A 1.5,BOIA NIVEL ANAUGER SENSORCONTROL 15A 1.5,,Elétrica,,,UN,,1.0,0,0,Ativo
7392,ARRUELA ALUMINIO 12X18X1.5 C 50 PT 1 PT,ARRUELA ALUMINIO 12X18X1.5 C 50 PT 1 PT,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,12.0,0,0,Ativo
7395,ARRUELA COBRE 11X17X1.0 C 25 PT 1 PT,ARRUELA COBRE 11X17X1.0 C 25 PT 1 PT,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,5.0,0,0,Ativo
7396,ARRUELA CONICA VEDAR CANO PT C 50 PT,ARRUELA CONICA VEDAR CANO PT C 50 PT,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,41.0,0,0,Ativo
7434,PARAFUSO 8MM G (UNIPECAS),PARAFUSO 8MM G (UNIPECAS),,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,3.0,0,0,Ativo
7457,PORTA ESCOVA DO MOTOR DE PARTIDA,PORTA ESCOVA DO MOTOR DE PARTIDA,,Elétrica,,,UN,,1.0,0,0,Ativo
7558,SAPATA DE FREIO (EUROTEC),SAPATA DE FREIO (EUROTEC),,Freio e Suspensão,,,UN,,2.0,0,0,Ativo
7628,MACACO HIDRULICO GARRAFA 20T - BOVENAU,MACACO HIDRULICO GARRAFA 20T - BOVENAU,,Ferramentas,,,UN,,2.0,0,0,Ativo
7629,MACACO HIDRAULICO GARRAFA 4T 2 ESTAGIOS,MACACO HIDRAULICO GARRAFA 4T 2 ESTAGIOS,,Ferramentas,,,UN,,1.0,0,0,Ativo
7639,CHAVE CINTA GEDORE,CHAVE CINTA GEDORE,,Ferramentas,,,UN,,1.0,0,0,Ativo
7778,LANTERNA OLHO DE BOI,LANTERNA OLHO DE BOI,,Elétrica,,,UN,,7.0,0,0,Ativo
7840,ANEL TRAVA EIXO CABINE,ANEL TRAVA EIXO CABINE,,Geral,,,UN,,15.0,0,0,Ativo
7879,ESTOPA 150G,ESTOPA 150G,,Geral,,,UN,,12.0,0,0,Ativo
7967,REFIL AUTOMOVEL PNEU S CAMERA,REFIL AUTOMOVEL PNEU S CAMERA,,Pneus e Rodas,,,UN,,146.0,0,0,Ativo
8199,BOMBA AGUA MOTOR TK370,BOMBA AGUA MOTOR TK370,,Thermo King,,,UN,,3.0,0,0,Ativo
8202,CONTROLADOR DIGITAL TS 303,CONTROLADOR DIGITAL TS 303,,Elétrica,,,UN,,1.0,0,0,Ativo
8278,FILTRO DE COMBUSTIVEL PSC353,FILTRO DE COMBUSTIVEL PSC353,,Motor e Transmissão,,,UN,,4.0,0,0,Ativo
8355,RELE AUX. 24V 70A 4 TERM,RELE AUX. 24V 70A 4 TERM,,Elétrica,,,UN,,3.0,0,0,Ativo
8356,RELE AUXILIAR 12V 4 SAIDAS,RELE AUXILIAR 12V 4 SAIDAS,,Elétrica,,,UN,,2.0,0,0,Ativo
8385,PARAFUSO SEXTAVADO 8.8 933 10X20 M,PARAFUSO SEXTAVADO 8.8 933 10X20 M,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,81.0,0,0,Ativo
1506,FAROL CAMINHAO VW 23220,FAROL CAMINHAO VW 23220,,Elétrica,,,UN,,3.0,0,0,Ativo
1573,LIMPA CARTER WB92,LIMPA CARTER WB92,,Motor e Transmissão,,,UN,,6.0,0,0,Ativo
1635,CORREIA DENTADA,CORREIA DENTADA,,Motor e Transmissão,,,UN,,2.0,0,0,Ativo
1719,COXIM DIANTEIRO CABINE,COXIM DIANTEIRO CABINE,,Direção e Cabine,,,UN,,2.0,0,0,Ativo
1765,CHAVE COMBINADA 7,CHAVE COMBINADA 7,,Ferramentas,,,UN,,1.0,0,0,Ativo
1813,SENSOR DE OLEO,SENSOR DE OLEO,,Elétrica,,,UN,,2.0,0,0,Ativo
1823,CHICOTE,CHICOTE,,Elétrica,,,UN,,2.0,0,0,Ativo
1941,PORCA 6M,PORCA 6M,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,53.0,0,0,Ativo
1976,OLEO 2 TEMPOS,OLEO 2 TEMPOS,,Motor e Transmissão,,,UN,,3.0,0,0,Ativo
1977,CARREGADOR DE BATERIA P/5 BATERIAS,CARREGADOR DE BATERIA P/5 BATERIAS,,Elétrica,,,UN,,1.0,0,0,Ativo
1978,TESTE DE BATERIAS,TESTE DE BATERIAS,,Elétrica,,,UN,,1.0,0,0,Ativo
1995,KIT ESPATULA TRUCK P/ PNEU CAMINHAO,KIT ESPATULA TRUCK P/ PNEU CAMINHAO,,Ferramentas,,,UN,,1.0,0,0,Ativo
2000,CHAVE DE RODA 32X33,CHAVE DE RODA 32X33,,Ferramentas,,,UN,,1.0,0,0,Ativo
2087,BOBINA SOLENOIDE,BOBINA SOLENOIDE,,Elétrica,,,UN,,1.0,0,0,Ativo
2243,PARAFUSO ALLEN C/ CABO 6X40 ROSCA GROSSA,PARAFUSO ALLEN C/ CABO 6X40 ROSCA GROSSA,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,5.0,0,0,Ativo
2246,PARAFUSO SEXTAVADO 1/2X1,PARAFUSO SEXTAVADO 1/2X1,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,25.0,0,0,Ativo
2249,BOTAO DE PARTIDA MERCEDES 1113,BOTAO DE PARTIDA MERCEDES 1113,,Elétrica,,,UN,,2.0,0,0,Ativo
2303,FILTRO DE AR HD9839,FILTRO DE AR HD9839,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
2339,ARRUELA ENCOSTO FEIXE MOLA DIANTEIRA,ARRUELA ENCOSTO FEIXE MOLA DIANTEIRA,,Freio e Suspensão,,,UN,,1.0,0,0,Ativo
2345,CORREIA ALTERNADOR MOTOR,CORREIA ALTERNADOR MOTOR,,Motor e Transmissão,,,UN,,5.0,0,0,Ativo
2352,MAQUINA DE POLIR,MAQUINA DE POLIR,,Ferramentas,,,UN,,1.0,0,0,Ativo
2455,ESTOJO CHAVE DE CAIXA LEVE,ESTOJO CHAVE DE CAIXA LEVE,,Ferramentas,,,UN,,1.0,0,0,Ativo
2456,ESTOJO CHAVE DE CAIXA MEDIO,ESTOJO CHAVE DE CAIXA MEDIO,,Ferramentas,,,UN,,1.0,0,0,Ativo
2457,ESTOJO CHAVE DE CAIXA PESADO,ESTOJO CHAVE DE CAIXA PESADO,,Ferramentas,,,UN,,1.0,0,0,Ativo
2460,SACA POLIA,SACA POLIA,,Ferramentas,,,UN,,1.0,0,0,Ativo
2463,CINTA LISA PARA TROCA DE FILTRO,CINTA LISA PARA TROCA DE FILTRO,,Ferramentas,,,UN,,1.0,0,0,Ativo
2474,CHAVE CORRENTE PARA TROCAR FILTRO,CHAVE CORRENTE PARA TROCAR FILTRO,,Ferramentas,,,UN,,1.0,0,0,Ativo
2489,CHAVE COMBINADA 11,CHAVE COMBINADA 11,,Ferramentas,,,UN,,1.0,0,0,Ativo
2491,CHAVE COMBINADA 14,CHAVE COMBINADA 14,,Ferramentas,,,UN,,3.0,0,0,Ativo
2492,CHAVE COMBINADA 15,CHAVE COMBINADA 15,,Ferramentas,,,UN,,3.0,0,0,Ativo
2494,CHAVE COMBINADA 17,CHAVE COMBINADA 17,,Ferramentas,,,UN,,3.0,0,0,Ativo
2496,CHAVE COMBINADA 19,CHAVE COMBINADA 19,,Ferramentas,,,UN,,3.0,0,0,Ativo
2498,CHAVE COMBINADA 21,CHAVE COMBINADA 21,,Ferramentas,,,UN,,1.0,0,0,Ativo
2499,CHAVE COMBINADA 22,CHAVE COMBINADA 22,,Ferramentas,,,UN,,4.0,0,0,Ativo
2500,CHAVE COMBINADA 23,CHAVE COMBINADA 23,,Ferramentas,,,UN,,1.0,0,0,Ativo
2503,CHAVE COMBINADA 27,CHAVE COMBINADA 27,,Ferramentas,,,UN,,2.0,0,0,Ativo
2504,CHAVE COMBINADA 28,CHAVE COMBINADA 28,,Ferramentas,,,UN,,1.0,0,0,Ativo
2507,CHAVE COMBINADA 36,CHAVE COMBINADA 36,,Ferramentas,,,UN,,1.0,0,0,Ativo
2508,CHAVE COMBINADA 41,CHAVE COMBINADA 41,,Ferramentas,,,UN,,1.0,0,0,Ativo
2510,CHAVE COMBINADA 50,CHAVE COMBINADA 50,,Ferramentas,,,UN,,1.0,0,0,Ativo
2516,ESPATULA PARA PNEUS,ESPATULA PARA PNEUS,,Ferramentas,,,UN,,1.0,0,0,Ativo
2520,CALIBRADOR DE PNEUS,CALIBRADOR DE PNEUS,,Ferramentas,,,UN,,1.0,0,0,Ativo
2542,CHAVE DE L 10,CHAVE DE L 10,,Ferramentas,,,UN,,1.0,0,0,Ativo
2543,CHAVE DE L 11,CHAVE DE L 11,,Ferramentas,,,UN,,1.0,0,0,Ativo
2544,CHAVE DE L 12,CHAVE DE L 12,,Ferramentas,,,UN,,1.0,0,0,Ativo
2545,CHAVE DE L 15,CHAVE DE L 15,,Ferramentas,,,UN,,2.0,0,0,Ativo
2546,CHAVE DE L 16,CHAVE DE L 16,,Ferramentas,,,UN,,1.0,0,0,Ativo
2575,COXIM RADIADOR DA BASE MB,COXIM RADIADOR DA BASE MB,,Direção e Cabine,,,UN,,26.0,0,0,Ativo
2617,KIT SENSOR ERA 040-0871,KIT SENSOR ERA 040-0871,,Elétrica,,,UN,,2.0,0,0,Ativo
2620,CHAVE DE AR 066-6243,CHAVE DE AR 066-6243,,Ferramentas,,,UN,,1.0,0,0,Ativo
2634,NITROGENIO,NITROGENIO,,Geral,,,UN,,1.0,0,0,Ativo
2672,VALVULA REGULADOR NITROGENIO,VALVULA REGULADOR NITROGENIO,,Geral,,,UN,,1.0,0,0,Ativo
2699,PLUG BLOCO 35MM 055-5806,PLUG BLOCO 35MM 055-5806,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,2.0,0,0,Ativo
2703,GUIA DE VALVULA 011-6038,GUIA DE VALVULA 011-6038,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,6.0,0,0,Ativo
2704,ESPACADOR DA VALVULA 011-6043,ESPACADOR DA VALVULA 011-6043,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,5.0,0,0,Ativo
2705,TERMINAL 055-0193,TERMINAL 055-0193,,Geral,,,UN,,2.0,0,0,Ativo
2706,CASQUILHO PRINCIPAL STD 011-6026,CASQUILHO PRINCIPAL STD 011-6026,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,2.0,0,0,Ativo
2713,PISTAO STANDER 011-9934,PISTAO STANDER 011-9934,,Motor e Transmissão,,,UN,,2.0,0,0,Ativo
2717,TINTA BRANCO GEADA PU,TINTA BRANCO GEADA PU,,Pintura e Química,,,UN,,3.0,0,0,Ativo
2719,FURADEIRA,FURADEIRA,,Ferramentas,,,UN,,1.0,0,0,Ativo
2771,TAMPA RESERVATORIO RADIADOR,TAMPA RESERVATORIO RADIADOR,,Motor e Transmissão,,,UN,,2.0,0,0,Ativo
2804,INSERTO 1/2,INSERTO 1/2,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,7.0,0,0,Ativo
2895,PENDENTE DE LUZ 5MTS C/ PINO E TOMADA,PENDENTE DE LUZ 5MTS C/ PINO E TOMADA,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,1.0,0,0,Ativo
2899,CABO TRANSMISSAO BATERIA 16MM 3MTS,CABO TRANSMISSAO BATERIA 16MM 3MTS,,Elétrica,,,UN,,1.0,0,0,Ativo
2900,TERMINAL OLHAL LATAO 8MM APERTO,TERMINAL OLHAL LATAO 8MM APERTO,,Elétrica,,,UN,,18.0,0,0,Ativo
2902,"TERMINAL ISOLADO OLHAL 4MM CABO 1,5MM","TERMINAL ISOLADO OLHAL 4MM CABO 1,5MM",,Elétrica,,,UN,,109.0,0,0,Ativo
2907,COLA TRAVA ROSCA,COLA TRAVA ROSCA,,Pintura e Química,,,UN,,4.0,0,0,Ativo
2926,LAMPADA TORPEDO 12V,LAMPADA TORPEDO 12V,,Elétrica,,,UN,,10.0,0,0,Ativo
2949,CAPACETE,CAPACETE,,EPI / Segurança,,,UN,,1.0,0,0,Ativo
2984,ANILHA 1/2,ANILHA 1/2,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,23.0,0,0,Ativo
2996,RETENTOR DE VALVULA,RETENTOR DE VALVULA,,Motor e Transmissão,,,UN,,6.0,0,0,Ativo
3009,GAS R141B,GAS R141B,,Thermo King,,,UN,,5.9,0,0,Ativo
667,PINO DO EMBUCHAMENTO,PINO DO EMBUCHAMENTO,,Motor e Transmissão,,,UN,,3.0,0,0,Ativo
680,CHAVE DE FENDA GEDORE 1/4X6,CHAVE DE FENDA GEDORE 1/4X6,,Ferramentas,,,UN,,1.0,0,0,Ativo
687,CHAVE DE PHILIPS GEDORE 3/16X6,CHAVE DE PHILIPS GEDORE 3/16X6,,Ferramentas,,,UN,,1.0,0,0,Ativo
702,CORREIA 8PK 1390,CORREIA 8PK 1390,,Motor e Transmissão,,,UN,,3.0,0,0,Ativo
710,LAMPADA H 3 12V,LAMPADA H 3 12V,,Elétrica,,,UN,,31.0,0,0,Ativo
713,LAMPADA 6/9 24W,LAMPADA 6/9 24W,,Elétrica,,,UN,,22.0,0,0,Ativo
715,LAMPADA TORPEDO 24V,LAMPADA TORPEDO 24V,,Elétrica,,,UN,,6.0,0,0,Ativo
733,OLEO 90,OLEO 90,,Motor e Transmissão,,,UN,,59.0,0,0,Ativo
734,OLEO HIDRAULICO ATF,OLEO HIDRAULICO ATF,,Motor e Transmissão,,,UN,,9.0,0,0,Ativo
736,JOGO DE CHAVE COMBINADA GEDORE 6-22MM,JOGO DE CHAVE COMBINADA GEDORE 6-22MM,,Ferramentas,,,UN,,2.0,0,0,Ativo
739,JOGO DE CHAVE HEXAGONAL/ALLEN 3 A 14MM,JOGO DE CHAVE HEXAGONAL/ALLEN 3 A 14MM,,Ferramentas,,,UN,,2.0,0,0,Ativo
757,MAQUINA DO VIDRO LE DA VW00,MAQUINA DO VIDRO LE DA VW00,,Direção e Cabine,,,UN,,1.0,0,0,Ativo
770,METAZIL ATIVADO 50L ALCALINO,METAZIL ATIVADO 50L ALCALINO,,Pintura e Química,,,BL,,57.0,0,0,Ativo
773,OLEO 140,OLEO 140,,Motor e Transmissão,,,UN,,22.0,0,0,Ativo
776,FUSIVEL DE VIDRO,FUSIVEL DE VIDRO,,Elétrica,,,UN,,33.0,0,0,Ativo
778,LAMPADA 24V 3W,LAMPADA 24V 3W,,Elétrica,,,UN,,50.0,0,0,Ativo
783,ALICATE MEIA CANA 6,ALICATE MEIA CANA 6,,Ferramentas,,,UN,,4.0,0,0,Ativo
784,ARRUELA DE PRESSAO,ARRUELA DE PRESSAO,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,62.0,0,0,Ativo
785,TERMINAL DE FURO,TERMINAL DE FURO,,Geral,,,UN,,152.0,0,0,Ativo
786,TERMINAL DE ENCAIXE,TERMINAL DE ENCAIXE,,Geral,,,UN,,110.0,0,0,Ativo
808,LENTE TRASEIRA DO PISCA VW,LENTE TRASEIRA DO PISCA VW,,Elétrica,,,UN,,7.0,0,0,Ativo
809,LANTERNA DO PISCA DIANTEIRA VW,LANTERNA DO PISCA DIANTEIRA VW,,Elétrica,,,UN,,11.0,0,0,Ativo
820,FILTRO SECADOR OFD-9100,FILTRO SECADOR OFD-9100,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
860,"DIAFRAGMA DE 6""","DIAFRAGMA DE 6""",,Freio e Suspensão,,,UN,,12.0,0,0,Ativo
861,"DIAFRAGMA DE 8"" SPRING BRAKE FREIO ESTAC","DIAFRAGMA DE 8"" SPRING BRAKE FREIO ESTAC",,Thermo King,,,UN,,1.0,0,0,Ativo
868,REPARO DA VALVULA DE PEDAL,REPARO DA VALVULA DE PEDAL,,Geral,,,UN,,2.0,0,0,Ativo
880,RETENTOR DA RODA TRASEIRA,RETENTOR DA RODA TRASEIRA,,Motor e Transmissão,,,UN,,5.0,0,0,Ativo
887,REPARO DA CUICA,REPARO DA CUICA,,Freio e Suspensão,,,UN,,6.0,0,0,Ativo
893,TERMINAL DE DIRECAO,TERMINAL DE DIRECAO,,Direção e Cabine,,,UN,,3.0,0,0,Ativo
895,CRUZETA JUNTA UNIVERSAL ATRON,CRUZETA JUNTA UNIVERSAL ATRON,,Motor e Transmissão,,,UN,,2.0,0,0,Ativo
897,LIXADEIRA,LIXADEIRA,,Ferramentas,,,UN,,2.0,0,0,Ativo
906,SOLENOIDE MOTOR PARTIDA,SOLENOIDE MOTOR PARTIDA,,Thermo King,,,UN,,1.0,0,0,Ativo
955,SENSOR VELOCIDADE VELOCIMETRO,SENSOR VELOCIDADE VELOCIMETRO,,Elétrica,,,UN,,1.0,0,0,Ativo
980,PISTAO COMPRESSOR DE AR X-214,PISTAO COMPRESSOR DE AR X-214,,Thermo King,,,UN,,1.0,0,0,Ativo
981,CORREIA DA POLIA T680/880,CORREIA DA POLIA T680/880,,Motor e Transmissão,,,UN,,4.0,0,0,Ativo
1023,RETENTOR CAIXA REDUCAO,RETENTOR CAIXA REDUCAO,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
1027,PISTOLA DE PINTURA,PISTOLA DE PINTURA,,Ferramentas,,,UN,,1.0,0,0,Ativo
1035,TRAVA ARANHA MB,TRAVA ARANHA MB,,Direção e Cabine,,,UN,,5.0,0,0,Ativo
1047,LAMPADA PINGAO 12V 5W - PHILIPS,LAMPADA PINGAO 12V 5W - PHILIPS,,Elétrica,,,UN,,4.0,0,0,Ativo
1059,CORREIA B 51,CORREIA B 51,,Motor e Transmissão,,,UN,,1.0,0,0,Ativo
1067,HELICE EVAPORADORA TD 06,HELICE EVAPORADORA TD 06,,Thermo King,,,UN,,5.0,0,0,Ativo
1068,FAIXA REFLETIVA P/CHOQUE,FAIXA REFLETIVA P/CHOQUE,,Geral,,,UN,,1.0,0,0,Ativo
1098,ESCADA ALUMINIO 07 DEGRAUS,ESCADA ALUMINIO 07 DEGRAUS,,Ferramentas,,,UN,,1.0,0,0,Ativo
1102,CATRACA DE FREIO 28 ESTRIAS,CATRACA DE FREIO 28 ESTRIAS,,Freio e Suspensão,,,UN,,5.0,0,0,Ativo
1151,OLEO DIESEL B S-10,OLEO DIESEL B S-10,,Motor e Transmissão,,,LT,,13742.4,0,0,Ativo
1155,CHAVE GRIFO 18 TIPO AMERICANA - VONDER,CHAVE GRIFO 18 TIPO AMERICANA - VONDER,,Ferramentas,,,UN,,1.0,0,0,Ativo
1199,CONTRA PINO,CONTRA PINO,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,4.0,0,0,Ativo
1201,PORCA 5/8,PORCA 5/8,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,3.0,0,0,Ativo
1219,"GRAXEIRA RETA 8X1,0","GRAXEIRA RETA 8X1,0",,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,67.0,0,0,Ativo
1222,FUSIVEL THERMO KING,FUSIVEL THERMO KING,,Thermo King,,,UN,,15.0,0,0,Ativo
1328,CHAVE COMBINADA 13,CHAVE COMBINADA 13,,Ferramentas,,,UN,,1.0,0,0,Ativo
1343,PINO DE CENTRO 12X6,PINO DE CENTRO 12X6,,"Fixação e Diversos (parafusos, arruelas, etc.)",,,UN,,2.0,0,0,Ativo
